datetimes,load_profile,col,y
2016-01-01 00:15:00,2462.4,2462.4,2428.8
2016-01-01 00:30:00,2462.4,2462.4,2420.8
2016-01-01 00:45:00,2459.2,2459.2,2419.2
2016-01-01 01:00:00,2451.2,2451.2,2420.8
2016-01-01 01:15:00,2436.8,2436.8,2414.4
2016-01-01 01:30:00,2443.2,2443.2,2427.2
2016-01-01 01:45:00,2446.4,2446.4,2419.2
2016-01-01 02:00:00,2443.2,2443.2,2419.2
2016-01-01 02:15:00,2446.4,2446.4,2412.8
2016-01-01 02:30:00,2441.6,2441.6,2422.4
2016-01-01 02:45:00,2438.4,2438.4,2420.8
2016-01-01 03:00:00,2435.2,2435.2,2412.8
2016-01-01 03:15:00,2435.2,2435.2,2419.2
2016-01-01 03:30:00,2428.8,2428.8,2414.4
2016-01-01 03:45:00,2432.0,2432.0,2401.6
2016-01-01 04:00:00,2435.2,2435.2,2406.4
2016-01-01 04:15:00,2432.0,2432.0,2414.4
2016-01-01 04:30:00,2425.6,2425.6,2417.6
2016-01-01 04:45:00,2424.0,2424.0,2409.6
2016-01-01 05:00:00,2432.0,2432.0,2396.8
2016-01-01 05:15:00,2441.6,2441.6,2404.8
2016-01-01 05:30:00,2435.2,2435.2,2404.8
2016-01-01 05:45:00,2435.2,2435.2,2406.4
2016-01-01 06:00:00,2433.6,2433.6,2406.4
2016-01-01 06:15:00,2428.8,2428.8,2400.0
2016-01-01 06:30:00,2420.8,2420.8,2393.6
2016-01-01 06:45:00,2419.2,2419.2,2395.2
2016-01-01 07:00:00,2420.8,2420.8,2400.0
2016-01-01 07:15:00,2414.4,2414.4,2400.0
2016-01-01 07:30:00,2427.2,2427.2,2398.4
2016-01-01 07:45:00,2419.2,2419.2,2409.6
2016-01-01 08:00:00,2419.2,2419.2,2404.8
2016-01-01 08:15:00,2412.8,2412.8,2411.2
2016-01-01 08:30:00,2422.4,2422.4,2408.0
2016-01-01 08:45:00,2420.8,2420.8,2403.2
2016-01-01 09:00:00,2412.8,2412.8,2390.4
2016-01-01 09:15:00,2419.2,2419.2,2393.6
2016-01-01 09:30:00,2414.4,2414.4,2393.6
2016-01-01 09:45:00,2401.6,2401.6,2388.8
2016-01-01 10:00:00,2406.4,2406.4,2385.6
2016-01-01 10:15:00,2414.4,2414.4,2385.6
2016-01-01 10:30:00,2417.6,2417.6,2382.4
2016-01-01 10:45:00,2409.6,2409.6,2366.4
2016-01-01 11:00:00,2396.8,2396.8,2371.2
2016-01-01 11:15:00,2404.8,2404.8,2379.2
