datetimes,load_profile,y
2016-01-02 00:00:00,2409388.0000000005,2524152.7999999993
2016-01-26 00:00:00,3273955.9999999995,3293843.2
2016-02-19 00:00:00,2327848.8,2294227.9999999995
2016-03-14 00:00:00,2602402.400000001,2593725.5999999996
2016-04-07 00:00:00,2044081.5999999999,1954639.2000000002
2016-05-01 00:00:00,2192936.8000000007,2265459.2
2016-05-25 00:00:00,2515785.6,2536848.8
2016-06-18 00:00:00,2510239.2,2484863.999999999
2016-07-12 00:00:00,2718317.6,2751648.8000000007
2016-08-05 00:00:00,2056071.1999999995,2031970.3999999997
2016-08-29 00:00:00,2438228.8,2450346.3999999994
2016-09-22 00:00:00,2413452.0000000005,2320440.8000000007
2016-10-16 00:00:00,2785931.1999999997,2895794.4000000004
2016-11-08 23:00:00,2669319.199999999,2560490.4
2016-12-02 23:00:00,1688659.9999999995,1691070.4000000001
