datetimes,load_profile,col,y
2016-01-01 00:15:00,10.552,10.552,13.152
2016-01-01 00:30:00,10.3,10.3,14.252
2016-01-01 00:45:00,10.348,10.348,13.652
2016-01-01 01:00:00,10.6,10.6,14.252
2016-01-01 01:15:00,10.148,10.148,13.5
2016-01-01 01:30:00,11.8,11.8,12.4
2016-01-01 01:45:00,10.448,10.448,11.2
2016-01-01 02:00:00,10.0,10.0,10.752
2016-01-01 02:15:00,10.052,10.052,10.7
2016-01-01 02:30:00,10.848,10.848,11.8
2016-01-01 02:45:00,9.952,9.952,10.6
2016-01-01 03:00:00,11.152,11.152,10.8
2016-01-01 03:15:00,10.552,10.552,12.6
2016-01-01 03:30:00,10.348,10.348,11.252
2016-01-01 03:45:00,10.552,10.552,10.7
2016-01-01 04:00:00,9.952,9.952,11.4
2016-01-01 04:15:00,10.252,10.252,10.6
2016-01-01 04:30:00,10.752,10.752,11.152
2016-01-01 04:45:00,11.5,11.5,11.652
2016-01-01 05:00:00,9.8,9.8,11.3
2016-01-01 05:15:00,11.352,11.352,11.448
2016-01-01 05:30:00,11.2,11.2,12.4
2016-01-01 05:45:00,10.848,10.848,11.4
2016-01-01 06:00:00,11.548,11.548,11.4
2016-01-01 06:15:00,12.552,12.552,11.848
2016-01-01 06:30:00,12.6,12.6,13.0
2016-01-01 06:45:00,11.652,11.652,11.052
2016-01-01 07:00:00,11.352,11.352,11.652
2016-01-01 07:15:00,11.952,11.952,11.0
2016-01-01 07:30:00,11.8,11.8,11.8
2016-01-01 07:45:00,11.3,11.3,11.252
2016-01-01 08:00:00,13.1,13.1,11.152
2016-01-01 08:15:00,11.448,11.448,12.448
2016-01-01 08:30:00,11.448,11.448,12.148
2016-01-01 08:45:00,11.352,11.352,10.948
2016-01-01 09:00:00,11.0,11.0,11.752
2016-01-01 09:15:00,11.1,11.1,11.3
2016-01-01 09:30:00,11.952,11.952,11.548
2016-01-01 09:45:00,12.148,12.148,11.548
2016-01-01 10:00:00,13.3,13.3,12.448
2016-01-01 10:15:00,13.652,13.652,11.0
2016-01-01 10:30:00,11.0,11.0,11.952
2016-01-01 10:45:00,11.1,11.1,10.8
2016-01-01 11:00:00,10.8,10.8,10.848
2016-01-01 11:15:00,10.552,10.552,11.352
2016-01-01 11:30:00,11.652,11.652,12.552
2016-01-01 11:45:00,10.7,10.7,10.1
2016-01-01 12:00:00,12.0,12.0,10.848
2016-01-01 12:15:00,13.152,13.152,10.3
2016-01-01 12:30:00,14.252,14.252,11.2
2016-01-01 12:45:00,13.652,13.652,10.348
2016-01-01 13:00:00,14.252,14.252,10.252
2016-01-01 13:15:00,13.5,13.5,11.8
2016-01-01 13:30:00,12.4,12.4,14.052
2016-01-01 13:45:00,11.2,11.2,12.6
2016-01-01 14:00:00,10.752,10.752,10.448
2016-01-01 14:15:00,10.7,10.7,10.9
2016-01-01 14:30:00,11.8,11.8,10.7
2016-01-01 14:45:00,10.6,10.6,10.4
2016-01-01 15:00:00,10.8,10.8,10.652
2016-01-01 15:15:00,12.6,12.6,10.652
2016-01-01 15:30:00,11.252,11.252,12.148
2016-01-01 15:45:00,10.7,10.7,10.0
2016-01-01 16:00:00,11.4,11.4,9.952
2016-01-01 16:15:00,10.6,10.6,10.3
2016-01-01 16:30:00,11.152,11.152,10.9
2016-01-01 16:45:00,11.652,11.652,10.052
2016-01-01 17:00:00,11.3,11.3,11.448
2016-01-01 17:15:00,11.448,11.448,10.7
2016-01-01 17:30:00,12.4,12.4,10.348
2016-01-01 17:45:00,11.4,11.4,10.148
2016-01-01 18:00:00,11.4,11.4,10.8
2016-01-01 18:15:00,11.848,11.848,11.052
2016-01-01 18:30:00,13.0,13.0,12.052
2016-01-01 18:45:00,11.052,11.052,12.448
2016-01-01 19:00:00,11.652,11.652,11.2
2016-01-01 19:15:00,11.0,11.0,11.7
2016-01-01 19:30:00,11.8,11.8,11.4
2016-01-01 19:45:00,11.252,11.252,10.948
2016-01-01 20:00:00,11.152,11.152,11.448
2016-01-01 20:15:00,12.448,12.448,11.2
2016-01-01 20:30:00,12.148,12.148,12.9
2016-01-01 20:45:00,10.948,10.948,10.948
2016-01-01 21:00:00,11.752,11.752,14.5
2016-01-01 21:15:00,11.3,11.3,15.4
2016-01-01 21:30:00,11.548,11.548,17.5
2016-01-01 21:45:00,11.548,11.548,20.948
2016-01-01 22:00:00,12.448,12.448,20.852
2016-01-01 22:15:00,11.0,11.0,22.848
2016-01-01 22:30:00,11.952,11.952,17.0
2016-01-01 22:45:00,10.8,10.8,10.348
2016-01-01 23:00:00,10.848,10.848,10.6
2016-01-01 23:15:00,11.352,11.352,10.348
2016-01-01 23:30:00,12.552,12.552,10.6
2016-01-01 23:45:00,10.1,10.1,12.2
2016-01-02 00:00:00,10.848,10.848,10.348
2016-01-02 00:15:00,10.3,10.3,10.252
2016-01-02 00:30:00,11.2,11.2,18.252
2016-01-02 00:45:00,10.348,10.348,10.348
2016-01-02 01:00:00,10.252,10.252,10.3
2016-01-02 01:15:00,11.8,11.8,11.0
2016-01-02 01:30:00,14.052,14.052,12.148
2016-01-02 01:45:00,12.6,12.6,13.1
2016-01-02 02:00:00,10.448,10.448,13.0
2016-01-02 02:15:00,10.9,10.9,10.348
2016-01-02 02:30:00,10.7,10.7,10.948
2016-01-02 02:45:00,10.4,10.4,10.552
2016-01-02 03:00:00,10.652,10.652,14.752
2016-01-02 03:15:00,10.652,10.652,14.652
2016-01-02 03:30:00,12.148,12.148,15.948
2016-01-02 03:45:00,10.0,10.0,11.052
2016-01-02 04:00:00,9.952,9.952,10.9
2016-01-02 04:15:00,10.3,10.3,10.348
2016-01-02 04:30:00,10.9,10.9,10.252
2016-01-02 04:45:00,10.052,10.052,10.552
2016-01-02 05:00:00,11.448,11.448,10.9
2016-01-02 05:15:00,10.7,10.7,11.252
2016-01-02 05:30:00,10.348,10.348,11.752
2016-01-02 05:45:00,10.148,10.148,10.752
2016-01-02 06:00:00,10.8,10.8,10.7
2016-01-02 06:15:00,11.052,11.052,11.4
2016-01-02 06:30:00,12.052,12.052,11.2
2016-01-02 06:45:00,12.448,12.448,12.652
2016-01-02 07:00:00,11.2,11.2,10.948
2016-01-02 07:15:00,11.7,11.7,10.848
2016-01-02 07:30:00,11.4,11.4,11.5
2016-01-02 07:45:00,10.948,10.948,11.1
2016-01-02 08:00:00,11.448,11.448,10.848
2016-01-02 08:15:00,11.2,11.2,10.848
2016-01-02 08:30:00,12.9,12.9,13.2
2016-01-02 08:45:00,10.948,10.948,10.848
2016-01-02 09:00:00,14.5,14.5,11.3
2016-01-02 09:15:00,15.4,15.4,10.1
2016-01-02 09:30:00,17.5,17.5,10.4
2016-01-02 09:45:00,20.948,20.948,10.552
2016-01-02 10:00:00,20.852,20.852,11.1
2016-01-02 10:15:00,22.848,22.848,10.552
2016-01-02 10:30:00,17.0,17.0,10.948
2016-01-02 10:45:00,10.348,10.348,10.0
2016-01-02 11:00:00,10.6,10.6,9.848
2016-01-02 11:15:00,10.348,10.348,10.552
2016-01-02 11:30:00,10.6,10.6,10.252
2016-01-02 11:45:00,12.2,12.2,11.448
2016-01-02 12:00:00,10.348,10.348,10.552
2016-01-02 12:15:00,10.252,10.252,10.148
2016-01-02 12:30:00,18.252,18.252,10.348
2016-01-02 12:45:00,10.348,10.348,10.448
2016-01-02 13:00:00,10.3,10.3,9.9
2016-01-02 13:15:00,11.0,11.0,10.052
2016-01-02 13:30:00,12.148,12.148,12.348
2016-01-02 13:45:00,13.1,13.1,10.0
2016-01-02 14:00:00,13.0,13.0,9.9
2016-01-02 14:15:00,10.348,10.348,10.6
2016-01-02 14:30:00,10.948,10.948,10.4
2016-01-02 14:45:00,10.552,10.552,10.552
2016-01-02 15:00:00,14.752,14.752,10.448
2016-01-02 15:15:00,14.652,14.652,11.4
2016-01-02 15:30:00,15.948,15.948,10.848
2016-01-02 15:45:00,11.052,11.052,9.9
2016-01-02 16:00:00,10.9,10.9,9.952
2016-01-02 16:15:00,10.348,10.348,10.6
2016-01-02 16:30:00,10.252,10.252,10.3
2016-01-02 16:45:00,10.552,10.552,9.952
2016-01-02 17:00:00,10.9,10.9,11.9
2016-01-02 17:15:00,11.252,11.252,10.1
2016-01-02 17:30:00,11.752,11.752,10.4
2016-01-02 17:45:00,10.752,10.752,10.6
2016-01-02 18:00:00,10.7,10.7,12.652
2016-01-02 18:15:00,11.4,11.4,13.1
2016-01-02 18:30:00,11.2,11.2,11.652
2016-01-02 18:45:00,12.652,12.652,10.652
2016-01-02 19:00:00,10.948,10.948,10.6
2016-01-02 19:15:00,10.848,10.848,11.448
2016-01-02 19:30:00,11.5,11.5,11.152
2016-01-02 19:45:00,11.1,11.1,12.6
2016-01-02 20:00:00,10.848,10.848,11.1
2016-01-02 20:15:00,10.848,10.848,10.948
2016-01-02 20:30:00,13.2,13.2,11.848
2016-01-02 20:45:00,10.848,10.848,10.052
2016-01-02 21:00:00,11.3,11.3,10.052
2016-01-02 21:15:00,10.1,10.1,10.552
2016-01-02 21:30:00,10.4,10.4,16.8
2016-01-02 21:45:00,10.552,10.552,19.948
2016-01-02 22:00:00,11.1,11.1,20.652
2016-01-02 22:15:00,10.552,10.552,18.752
2016-01-02 22:30:00,10.948,10.948,18.1
2016-01-02 22:45:00,10.0,10.0,16.8
2016-01-02 23:00:00,9.848,9.848,15.848
2016-01-02 23:15:00,10.552,10.552,15.548
2016-01-02 23:30:00,10.252,10.252,14.948
2016-01-02 23:45:00,11.448,11.448,13.8
2016-01-03 00:00:00,10.552,10.552,12.652
2016-01-03 00:15:00,10.148,10.148,10.5
2016-01-03 00:30:00,10.348,10.348,10.448
2016-01-03 00:45:00,10.448,10.448,10.7
2016-01-03 01:00:00,9.9,9.9,11.652
2016-01-03 01:15:00,10.052,10.052,10.0
2016-01-03 01:30:00,12.348,12.348,10.848
2016-01-03 01:45:00,10.0,10.0,10.1
2016-01-03 02:00:00,9.9,9.9,10.148
2016-01-03 02:15:00,10.6,10.6,10.8
2016-01-03 02:30:00,10.4,10.4,10.448
2016-01-03 02:45:00,10.552,10.552,11.4
2016-01-03 03:00:00,10.448,10.448,10.552
2016-01-03 03:15:00,11.4,11.4,10.1
2016-01-03 03:30:00,10.848,10.848,10.252
2016-01-03 03:45:00,9.9,9.9,10.652
2016-01-03 04:00:00,9.952,9.952,9.848
2016-01-03 04:15:00,10.6,10.6,10.252
2016-01-03 04:30:00,10.3,10.3,12.252
2016-01-03 04:45:00,9.952,9.952,10.1
2016-01-03 05:00:00,11.9,11.9,9.9
2016-01-03 05:15:00,10.1,10.1,11.5
2016-01-03 05:30:00,10.4,10.4,11.0
2016-01-03 05:45:00,10.6,10.6,11.352
2016-01-03 06:00:00,12.652,12.652,10.8
2016-01-03 06:15:00,13.1,13.1,12.2
2016-01-03 06:30:00,11.652,11.652,11.6
2016-01-03 06:45:00,10.652,10.652,10.948
2016-01-03 07:00:00,10.6,10.6,10.7
2016-01-03 07:15:00,11.448,11.448,12.1
2016-01-03 07:30:00,11.152,11.152,10.8
2016-01-03 07:45:00,12.6,12.6,10.148
2016-01-03 08:00:00,11.1,11.1,12.1
2016-01-03 08:15:00,10.948,10.948,10.252
2016-01-03 08:30:00,11.848,11.848,10.552
2016-01-03 08:45:00,10.052,10.052,10.848
2016-01-03 09:00:00,10.052,10.052,10.148
2016-01-03 09:15:00,10.552,10.552,10.0
2016-01-03 09:30:00,16.8,16.8,11.0
2016-01-03 09:45:00,19.948,19.948,10.448
2016-01-03 10:00:00,20.652,20.652,11.0
2016-01-03 10:15:00,18.752,18.752,10.7
2016-01-03 10:30:00,18.1,18.1,10.4
2016-01-03 10:45:00,16.8,16.8,10.052
2016-01-03 11:00:00,15.848,15.848,10.7
2016-01-03 11:15:00,15.548,15.548,10.1
2016-01-03 11:30:00,14.948,14.948,10.4
2016-01-03 11:45:00,13.8,13.8,12.1
2016-01-03 12:00:00,12.652,12.652,9.952
2016-01-03 12:15:00,10.5,10.5,9.9
2016-01-03 12:30:00,10.448,10.448,10.9
2016-01-03 12:45:00,10.7,10.7,9.952
2016-01-03 13:00:00,11.652,11.652,10.1
2016-01-03 13:15:00,10.0,10.0,10.552
2016-01-03 13:30:00,10.848,10.848,11.752
2016-01-03 13:45:00,10.1,10.1,10.1
2016-01-03 14:00:00,10.148,10.148,10.8
2016-01-03 14:15:00,10.8,10.8,10.252
2016-01-03 14:30:00,10.448,10.448,11.2
2016-01-03 14:45:00,11.4,11.4,10.2
2016-01-03 15:00:00,10.552,10.552,10.2
2016-01-03 15:15:00,10.1,10.1,12.052
2016-01-03 15:30:00,10.252,10.252,10.652
2016-01-03 15:45:00,10.652,10.652,10.348
2016-01-03 16:00:00,9.848,9.848,11.0
2016-01-03 16:15:00,10.252,10.252,10.3
2016-01-03 16:30:00,12.252,12.252,10.8
2016-01-03 16:45:00,10.1,10.1,10.8
2016-01-03 17:00:00,9.9,9.9,10.348
2016-01-03 17:15:00,11.5,11.5,14.3
2016-01-03 17:30:00,11.0,11.0,14.448
2016-01-03 17:45:00,11.352,11.352,11.252
2016-01-03 18:00:00,10.8,10.8,12.6
2016-01-03 18:15:00,12.2,12.2,15.752
2016-01-03 18:30:00,11.6,11.6,18.148
2016-01-03 18:45:00,10.948,10.948,20.9
2016-01-03 19:00:00,10.7,10.7,23.852
2016-01-03 19:15:00,12.1,12.1,32.6
2016-01-03 19:30:00,10.8,10.8,34.7
2016-01-03 19:45:00,10.148,10.148,34.352
2016-01-03 20:00:00,12.1,12.1,36.3
2016-01-03 20:15:00,10.252,10.252,36.852
2016-01-03 20:30:00,10.552,10.552,39.1
2016-01-03 20:45:00,10.848,10.848,39.1
2016-01-03 21:00:00,10.148,10.148,37.9
2016-01-03 21:15:00,10.0,10.0,35.6
2016-01-03 21:30:00,11.0,11.0,35.548
2016-01-03 21:45:00,10.448,10.448,35.4
2016-01-03 22:00:00,11.0,11.0,35.352
2016-01-03 22:15:00,10.7,10.7,35.5
2016-01-03 22:30:00,10.4,10.4,34.048
2016-01-03 22:45:00,10.052,10.052,34.7
2016-01-03 23:00:00,10.7,10.7,34.8
2016-01-03 23:15:00,10.1,10.1,34.752
2016-01-03 23:30:00,10.4,10.4,34.952
2016-01-03 23:45:00,12.1,12.1,33.852
2016-01-04 00:00:00,9.952,9.952,35.048
