datetimes,load_profile,col,y
2016-01-01 00:15:00,0.96,0.96,0.9
2016-01-01 00:30:00,0.9,0.9,0.84
2016-01-01 00:45:00,0.9,0.9,3.96
2016-01-01 01:00:00,1.02,1.02,1.14
2016-01-01 01:15:00,0.9,0.9,0.96
2016-01-01 01:30:00,0.9,0.9,0.9
2016-01-01 01:45:00,1.08,1.08,1.08
2016-01-01 02:00:00,1.02,1.02,1.08
2016-01-01 02:15:00,4.08,4.08,0.96
2016-01-01 02:30:00,0.9,0.9,1.02
2016-01-01 02:45:00,0.96,0.96,1.02
2016-01-01 03:00:00,0.96,0.96,1.14
2016-01-01 03:15:00,0.84,0.84,1.02
2016-01-01 03:30:00,0.96,0.96,1.02
2016-01-01 03:45:00,1.02,1.02,1.08
2016-01-01 04:00:00,0.96,0.96,1.02
2016-01-01 04:15:00,0.9,0.9,1.02
2016-01-01 04:30:00,0.84,0.84,1.14
2016-01-01 04:45:00,3.96,3.96,1.02
2016-01-01 05:00:00,1.14,1.14,1.2
2016-01-01 05:15:00,0.96,0.96,0.96
2016-01-01 05:30:00,0.9,0.9,1.02
2016-01-01 05:45:00,1.08,1.08,1.08
2016-01-01 06:00:00,1.08,1.08,5.28
2016-01-01 06:15:00,0.96,0.96,1.92
2016-01-01 06:30:00,1.02,1.02,1.08
2016-01-01 06:45:00,1.02,1.02,4.26
2016-01-01 07:00:00,1.14,1.14,1.38
2016-01-01 07:15:00,1.02,1.02,1.02
2016-01-01 07:30:00,1.02,1.02,1.02
2016-01-01 07:45:00,1.08,1.08,1.14
2016-01-01 08:00:00,1.02,1.02,1.02
2016-01-01 08:15:00,1.02,1.02,1.62
2016-01-01 08:30:00,1.14,1.14,1.26
2016-01-01 08:45:00,1.02,1.02,1.2
2016-01-01 09:00:00,1.2,1.2,1.08
2016-01-01 09:15:00,0.96,0.96,1.08
2016-01-01 09:30:00,1.02,1.02,1.14
2016-01-01 09:45:00,1.08,1.08,1.14
2016-01-01 10:00:00,5.28,5.28,1.26
2016-01-01 10:15:00,1.92,1.92,3.48
2016-01-01 10:30:00,1.08,1.08,1.86
2016-01-01 10:45:00,4.26,4.26,1.56
2016-01-01 11:00:00,1.38,1.38,1.14
2016-01-01 11:15:00,1.02,1.02,1.02
2016-01-01 11:30:00,1.02,1.02,1.08
2016-01-01 11:45:00,1.14,1.14,1.02
2016-01-01 12:00:00,1.02,1.02,1.08
2016-01-01 12:15:00,1.62,1.62,0.96
2016-01-01 12:30:00,1.26,1.26,0.9
2016-01-01 12:45:00,1.2,1.2,1.02
2016-01-01 13:00:00,1.08,1.08,1.2
2016-01-01 13:15:00,1.08,1.08,1.02
2016-01-01 13:30:00,1.14,1.14,3.96
2016-01-01 13:45:00,1.14,1.14,1.14
2016-01-01 14:00:00,1.26,1.26,1.08
2016-01-01 14:15:00,3.48,3.48,4.56
2016-01-01 14:30:00,1.86,1.86,2.64
2016-01-01 14:45:00,1.56,1.56,1.5
2016-01-01 15:00:00,1.14,1.14,0.96
2016-01-01 15:15:00,1.02,1.02,0.9
2016-01-01 15:30:00,1.08,1.08,0.96
2016-01-01 15:45:00,1.02,1.02,0.9
2016-01-01 16:00:00,1.08,1.08,0.9
2016-01-01 16:15:00,0.96,0.96,2.52
2016-01-01 16:30:00,0.9,0.9,2.88
2016-01-01 16:45:00,1.02,1.02,0.9
2016-01-01 17:00:00,1.2,1.2,0.96
2016-01-01 17:15:00,1.02,1.02,0.9
2016-01-01 17:30:00,3.96,3.96,0.9
2016-01-01 17:45:00,1.14,1.14,0.96
2016-01-01 18:00:00,1.08,1.08,0.9
2016-01-01 18:15:00,4.56,4.56,1.08
2016-01-01 18:30:00,2.64,2.64,0.9
2016-01-01 18:45:00,1.5,1.5,0.9
2016-01-01 19:00:00,0.96,0.96,3.96
2016-01-01 19:15:00,0.9,0.9,1.08
2016-01-01 19:30:00,0.96,0.96,0.96
2016-01-01 19:45:00,0.9,0.9,0.84
2016-01-01 20:00:00,0.9,0.9,0.96
2016-01-01 20:15:00,2.52,2.52,1.02
2016-01-01 20:30:00,2.88,2.88,0.9
2016-01-01 20:45:00,0.9,0.9,0.9
2016-01-01 21:00:00,0.96,0.96,0.9
2016-01-01 21:15:00,0.9,0.9,3.9
2016-01-01 21:30:00,0.9,0.9,1.32
2016-01-01 21:45:00,0.96,0.96,0.84
2016-01-01 22:00:00,0.9,0.9,1.02
2016-01-01 22:15:00,1.08,1.08,0.9
2016-01-01 22:30:00,0.9,0.9,1.08
2016-01-01 22:45:00,0.9,0.9,3.0
2016-01-01 23:00:00,3.96,3.96,1.62
2016-01-01 23:15:00,1.08,1.08,1.32
2016-01-01 23:30:00,0.96,0.96,3.84
2016-01-01 23:45:00,0.84,0.84,0.9
2016-01-02 00:00:00,0.96,0.96,0.9
2016-01-02 00:15:00,1.02,1.02,0.9
